uniprot,series,has_smiles_hit,smiles_hit_num,smiles_hit_rate,smiles_hit_fraction,has_scaffold_hit,scaffold_hit_rate,scaffold_hit_fraction,normalized_affinity_sum
P18031,Sries19912,False,0,0.0,0.0,True,0.13,0.047619047619047616,0.0
P56817,Sries20072,False,0,0.0,0.0,True,0.56,0.1,0.0
P35557,Sries20095,False,0,0.0,0.0,False,0.0,0.0,0.0
P00489,Sries20143,False,0,0.0,0.0,False,0.0,0.0,0.0
P28845,Sries20165,False,0,0.0,0.0,True,0.225,0.09090909090909091,0.0
O76074,Sries20376,False,0,0.0,0.0,True,0.005,0.045454545454545456,0.0
Q96RI1,Sries20391,False,0,0.0,0.0,False,0.0,0.0,0.0
P53779,Sries20420,False,0,0.0,0.0,True,0.08,0.2,0.0
P00374,Sries20477,True,2,0.01,0.0625,True,0.365,0.6666666666666666,0.35430422602185385
P21554,Sries20483,False,0,0.0,0.0,False,0.0,0.0,0.0
P35557,Sries20521,False,0,0.0,0.0,False,0.0,0.0,0.0
O76074,Sries20967,False,0,0.0,0.0,False,0.0,0.0,0.0
P55055,Sries21106,False,0,0.0,0.0,True,0.12,0.5,0.0
P42336,Sries21266,False,0,0.0,0.0,False,0.0,0.0,0.0
P36897,Sries21323,True,3,0.015,0.11538461538461539,True,0.09,0.1111111111111111,2.07691927406404
P00742,Sries2158,False,0,0.0,0.0,True,0.095,0.05405405405405406,0.0
P52732,Sries21909,False,0,0.0,0.0,True,0.3,0.1,0.0
O60674,Sries21963,False,0,0.0,0.0,True,0.045,0.058823529411764705,0.0
Q03181,Sries22033,True,1,0.005,0.008547008547008548,True,0.3,0.043478260869565216,0.42049563972008497
P03372,Sries22072,True,1,0.005,0.018518518518518517,True,0.17,0.16,0.28046219356734026
Q07869,Sries22289,False,0,0.0,0.0,False,0.0,0.0,0.0
O14965,Sries22555,False,0,0.0,0.0,True,0.31,0.03571428571428571,0.0
P52732,Sries22751,False,0,0.0,0.0,False,0.0,0.0,0.0
Q96RI1,Sries22975,False,0,0.0,0.0,False,0.0,0.0,0.0
P78536,Sries23161,False,0,0.0,0.0,False,0.0,0.0,0.0
P00742,Sries2320,True,1,0.005,0.007518796992481203,True,0.315,0.12121212121212122,0.05127917765568379
P28223,Sries23580,False,0,0.0,0.0,False,0.0,0.0,0.0
P31749,Sries23594,False,0,0.0,0.0,False,0.0,0.0,0.0
P00797,Sries23709,False,0,0.0,0.0,False,0.0,0.0,0.0
P56817,Sries23731,False,0,0.0,0.0,True,0.605,0.125,0.0
P36897,Sries23747,False,0,0.0,0.0,True,0.065,0.2857142857142857,0.0
P24941,Sries2413,False,0,0.0,0.0,True,0.03,0.1111111111111111,0.0
P52333,Sries24137,False,0,0.0,0.0,False,0.0,0.0,0.0
P24941,Sries2415,False,0,0.0,0.0,False,0.0,0.0,0.0
P31749,Sries24153,False,0,0.0,0.0,False,0.0,0.0,0.0
P31645,Sries24223,True,1,0.005,0.034482758620689655,True,0.02,0.5,0.4424521494526629
P53779,Sries24297,True,4,0.02,0.13333333333333333,True,0.06,0.23809523809523808,2.9266015148264852
P04150,Sries24464,False,0,0.0,0.0,True,0.095,0.25,0.0
P27487,Sries24619,False,0,0.0,0.0,False,0.0,0.0,0.0
P98170,Sries24814,False,0,0.0,0.0,True,0.115,0.2857142857142857,0.0
P08069,Sries24912,False,0,0.0,0.0,True,0.09,0.2,0.0
Q03181,Sries24932,False,0,0.0,0.0,True,0.015,0.25,0.0
P29473,Sries25028,False,0,0.0,0.0,False,0.0,0.0,0.0
P78536,Sries25095,False,0,0.0,0.0,False,0.0,0.0,0.0
P28223,Sries25172,False,0,0.0,0.0,False,0.0,0.0,0.0
P78536,Sries25271,False,0,0.0,0.0,False,0.0,0.0,0.0
P49137,Sries25309,False,0,0.0,0.0,False,0.0,0.0,0.0
P53779,Sries25352,False,0,0.0,0.0,False,0.0,0.0,0.0
P35557,Sries25359,False,0,0.0,0.0,True,0.025,0.06666666666666667,0.0
Q07343,Sries25370,False,0,0.0,0.0,False,0.0,0.0,0.0
P49137,Sries25547,False,0,0.0,0.0,False,0.0,0.0,0.0
P08581,Sries25593,False,0,0.0,0.0,True,0.005,0.03571428571428571,0.0
P15056,Sries25989,False,0,0.0,0.0,True,0.13,0.1111111111111111,0.0
O14965,Sries25993,True,1,0.005,0.027777777777777776,True,0.135,0.26666666666666666,0.2261419346859387
P00797,Sries26076,False,0,0.0,0.0,False,0.0,0.0,0.0
P16184,Sries2635,False,0,0.0,0.0,False,0.0,0.0,0.0
P16184,Sries2637,False,0,0.0,0.0,False,0.0,0.0,0.0
P16184,Sries2640,False,0,0.0,0.0,False,0.0,0.0,0.0
O76074,Sries26578,False,0,0.0,0.0,False,0.0,0.0,0.0
P34913,Sries26852,False,0,0.0,0.0,True,0.02,0.08333333333333333,0.0
P07550,Sries26918,False,0,0.0,0.0,True,0.055,0.125,0.0
P45452,Sries26969,True,1,0.005,0.025,True,0.195,0.1875,0.5607739355703636
P53350,Sries27055,False,0,0.0,0.0,True,0.015,0.125,0.0
P00489,Sries27156,False,0,0.0,0.0,False,0.0,0.0,0.0
P27487,Sries27200,False,0,0.0,0.0,True,0.135,0.034482758620689655,0.0
O14757,Sries27479,True,4,0.02,0.0851063829787234,True,0.055,0.2631578947368421,2.4540423540097995
O14965,Sries27665,False,0,0.0,0.0,True,0.115,0.125,0.0
P41145,Sries27706,False,0,0.0,0.0,True,0.195,0.09090909090909091,0.0
P52732,Sries27715,False,0,0.0,0.0,True,0.585,1.0,0.0
P21554,Sries27805,False,0,0.0,0.0,True,0.015,0.25,0.0
Q07817,Sries27812,False,0,0.0,0.0,False,0.0,0.0,0.0
P34913,Sries27827,False,0,0.0,0.0,True,0.07,0.025,0.0
P08581,Sries27859,False,0,0.0,0.0,False,0.0,0.0,0.0
P35968,Sries27861,False,0,0.0,0.0,False,0.0,0.0,0.0
P00374,Sries2803,False,0,0.0,0.0,False,0.0,0.0,0.0
P42330,Sries28065,True,2,0.01,0.020833333333333332,True,0.03,1.0,0.6363067081032711
P52732,Sries28091,True,3,0.015,0.0967741935483871,True,0.03,0.5,2.026023313968473
Q02127,Sries2813,False,0,0.0,0.0,False,0.0,0.0,0.0
P00374,Sries2819,False,0,0.0,0.0,True,0.11,0.11764705882352941,0.0
P35372,Sries28190,False,0,0.0,0.0,True,0.005,0.1,0.0
P00915,Sries28220,True,1,0.005,0.021739130434782608,True,0.065,0.1111111111111111,0.25111706057939964
P00918,Sries28221,False,0,0.0,0.0,True,0.02,0.09090909090909091,0.0
P33981,Sries28252,False,0,0.0,0.0,True,0.01,0.08695652173913043,0.0
P62942,Sries28297,True,5,0.025,0.14705882352941177,True,0.215,0.07142857142857142,1.097113623829145
P62942,Sries28298,True,1,0.005,0.043478260869565216,True,0.005,0.07142857142857142,0.6307399509965002
P68400,Sries28350,False,0,0.0,0.0,False,0.0,0.0,0.0
P48736,Sries28409,False,0,0.0,0.0,True,0.52,0.21428571428571427,0.0
P16184,Sries2845,False,0,0.0,0.0,False,0.0,0.0,0.0
P68400,Sries28649,False,0,0.0,0.0,False,0.0,0.0,0.0
P27487,Sries28714,False,0,0.0,0.0,True,0.01,0.2,0.0
P23458,Sries28780,False,0,0.0,0.0,False,0.0,0.0,0.0
Q16539,Sries28822,False,0,0.0,0.0,False,0.0,0.0,0.0
P35372,Sries29101,False,0,0.0,0.0,False,0.0,0.0,0.0
P49137,Sries29175,False,0,0.0,0.0,False,0.0,0.0,0.0
Q8TEK3,Sries29272,False,0,0.0,0.0,True,0.03,0.1111111111111111,0.0
P25440,Sries29405,False,0,0.0,0.0,True,0.275,0.07142857142857142,0.0
P25440,Sries29432,False,0,0.0,0.0,False,0.0,0.0,0.0
Q16539,Sries29441,False,0,0.0,0.0,False,0.0,0.0,0.0
P31749,Sries29519,False,0,0.0,0.0,True,0.68,0.1111111111111111,0.0
P28845,Sries29607,False,0,0.0,0.0,False,0.0,0.0,0.0
P15145,Sries29708,False,0,0.0,0.0,True,0.14,0.09090909090909091,0.0
P00374,Sries2975,False,0,0.0,0.0,True,0.085,0.3333333333333333,0.0
P12931,Sries30157,False,0,0.0,0.0,True,0.05,0.3333333333333333,0.0
P34913,Sries30256,False,0,0.0,0.0,True,0.16,0.23809523809523808,0.0
Q07820,Sries30260,False,0,0.0,0.0,False,0.0,0.0,0.0
P28223,Sries306,False,0,0.0,0.0,True,0.005,0.1,0.0
P52732,Sries30654,True,1,0.005,0.029411764705882353,True,0.35,0.5,0.8004777711003668
P31749,Sries30671,True,3,0.015,0.08823529411764706,True,0.15,0.16666666666666666,2.482840069239944
P42330,Sries30703,False,0,0.0,0.0,True,0.605,0.1111111111111111,0.0
P15145,Sries30726,False,0,0.0,0.0,True,0.02,1.0,0.0
O43570,Sries30907,True,2,0.01,0.08695652173913043,True,0.07,0.07142857142857142,0.3546177873929759
P35557,Sries31224,False,0,0.0,0.0,False,0.0,0.0,0.0
Q02750,Sries31344,False,0,0.0,0.0,True,0.005,0.1111111111111111,0.0
P16184,Sries31459,False,0,0.0,0.0,False,0.0,0.0,0.0
P00374,Sries31460,False,0,0.0,0.0,False,0.0,0.0,0.0
P00797,Sries31603,False,0,0.0,0.0,True,0.13,0.2727272727272727,0.0
P29597,Sries31637,False,0,0.0,0.0,False,0.0,0.0,0.0
P43490,Sries31774,False,0,0.0,0.0,False,0.0,0.0,0.0
Q07817,Sries31849,False,0,0.0,0.0,False,0.0,0.0,0.0
P28845,Sries32048,True,1,0.005,0.02564102564102564,True,0.03,0.17391304347826086,0.4989480663537088
P45452,Sries32071,False,0,0.0,0.0,False,0.0,0.0,0.0
P15145,Sries32171,False,0,0.0,0.0,True,0.215,0.3333333333333333,0.0
P43490,Sries32340,False,0,0.0,0.0,True,0.005,0.027777777777777776,0.0
P29597,Sries32388,False,0,0.0,0.0,False,0.0,0.0,0.0
P25440,Sries32617,True,1,0.005,0.06666666666666667,True,0.385,0.4,0.5454544631553526
P35372,Sries32797,False,0,0.0,0.0,False,0.0,0.0,0.0
O43570,Sries32806,False,0,0.0,0.0,True,0.185,0.3333333333333333,0.0
Q13627,Sries33181,False,0,0.0,0.0,True,0.005,0.06666666666666667,0.0
Q9BY41,Sries33289,False,0,0.0,0.0,True,0.13,0.1,0.0
Q92769,Sries33292,False,0,0.0,0.0,True,0.085,0.2,0.0
P42330,Sries33352,False,0,0.0,0.0,False,0.0,0.0,0.0
Q07343,Sries33573,False,0,0.0,0.0,True,0.085,0.25,0.0
P03951,Sries33835,False,0,0.0,0.0,True,0.15,0.16666666666666666,0.0
P28845,Sries33888,False,0,0.0,0.0,False,0.0,0.0,0.0
P35557,Sries34040,False,0,0.0,0.0,False,0.0,0.0,0.0
P00533,Sries34313,False,0,0.0,0.0,False,0.0,0.0,0.0
P07900,Sries34388,False,0,0.0,0.0,False,0.0,0.0,0.0
P00489,Sries34477,False,0,0.0,0.0,False,0.0,0.0,0.0
P43405,Sries34603,False,0,0.0,0.0,True,0.1,0.09090909090909091,0.0
P00915,Sries34639,False,0,0.0,0.0,True,0.07,0.5714285714285714,0.0
Q02750,Sries34699,False,0,0.0,0.0,False,0.0,0.0,0.0
P10828,Sries34775,False,0,0.0,0.0,True,0.195,0.14285714285714285,0.0
P07550,Sries34928,False,0,0.0,0.0,False,0.0,0.0,0.0
P41145,Sries35218,False,0,0.0,0.0,True,0.045,0.25,0.0
P25440,Sries35375,False,0,0.0,0.0,True,0.185,0.25,0.0
P53779,Sries35824,False,0,0.0,0.0,True,0.075,0.07692307692307693,0.0
P29473,Sries36014,False,0,0.0,0.0,False,0.0,0.0,0.0
Q08499,Sries36017,False,0,0.0,0.0,True,0.105,0.1111111111111111,0.0
P10275,Sries36030,True,4,0.02,0.1111111111111111,True,0.195,0.2222222222222222,2.060195194123691
Q08499,Sries36056,False,0,0.0,0.0,True,0.005,0.1,0.0
P00489,Sries36126,False,0,0.0,0.0,False,0.0,0.0,0.0
Q9BY41,Sries36147,False,0,0.0,0.0,True,0.06,0.2,0.0
P28482,Sries36338,False,0,0.0,0.0,True,0.1,0.125,0.0
P00338,Sries36422,False,0,0.0,0.0,False,0.0,0.0,0.0
Q06124,Sries36499,False,0,0.0,0.0,False,0.0,0.0,0.0
P33981,Sries36511,False,0,0.0,0.0,True,0.04,0.06451612903225806,0.0
P14416,Sries36596,False,0,0.0,0.0,True,0.155,0.045454545454545456,0.0
Q96RI1,Sries36730,False,0,0.0,0.0,True,0.19,0.2857142857142857,0.0
P03951,Sries36788,False,0,0.0,0.0,False,0.0,0.0,0.0
Q02127,Sries37142,False,0,0.0,0.0,False,0.0,0.0,0.0
P33981,Sries37317,False,0,0.0,0.0,False,0.0,0.0,0.0
P03372,Sries37448,False,0,0.0,0.0,True,0.3,0.25,0.0
P62942,Sries3768,False,0,0.0,0.0,False,0.0,0.0,0.0
P00338,Sries37689,False,0,0.0,0.0,True,0.015,0.08333333333333333,0.0
O14757,Sries37726,False,0,0.0,0.0,True,0.04,0.10344827586206896,0.0
P62942,Sries3773,True,1,0.005,0.1,True,0.005,0.1111111111111111,0.0
Q6PL18,Sries37743,True,2,0.01,0.11764705882352941,True,0.14,0.25,0.666667153583658
Q6PL18,Sries37848,False,0,0.0,0.0,True,0.39,0.07692307692307693,0.0
Q9H2K2,Sries37993,False,0,0.0,0.0,True,0.165,0.3333333333333333,0.0
P07900,Sries38184,False,0,0.0,0.0,True,0.325,0.045454545454545456,0.0
P42336,Sries38313,False,0,0.0,0.0,True,0.025,0.1,0.0
P28223,Sries38458,False,0,0.0,0.0,False,0.0,0.0,0.0
P00533,Sries38642,False,0,0.0,0.0,True,0.05,0.0625,0.0
P43405,Sries38682,False,0,0.0,0.0,False,0.0,0.0,0.0
P28482,Sries39050,False,0,0.0,0.0,True,0.03,0.05263157894736842,0.0
Q9Y233,Sries39069,False,0,0.0,0.0,True,0.025,0.008620689655172414,0.0
P24941,Sries39127,False,0,0.0,0.0,True,0.32,0.4,0.0
Q02750,Sries39222,False,0,0.0,0.0,True,0.075,0.25,0.0
Q9UM73,Sries39247,False,0,0.0,0.0,True,0.01,0.04,0.0
P08069,Sries39252,False,0,0.0,0.0,False,0.0,0.0,0.0
O94925,Sries39271,False,0,0.0,0.0,False,0.0,0.0,0.0
O94925,Sries39272,False,0,0.0,0.0,True,0.015,0.01020408163265306,0.0
P52333,Sries39279,False,0,0.0,0.0,False,0.0,0.0,0.0
P11309,Sries39296,False,0,0.0,0.0,False,0.0,0.0,0.0
Q06187,Sries39306,False,0,0.0,0.0,False,0.0,0.0,0.0
O75874,Sries39391,False,0,0.0,0.0,True,0.255,0.013422818791946308,0.0
O75874,Sries39392,False,0,0.0,0.0,False,0.0,0.0,0.0
Q9Y233,Sries39393,False,0,0.0,0.0,True,0.05,0.018691588785046728,0.0
P98170,Sries39400,True,1,0.005,0.005376344086021506,True,0.04,0.011764705882352941,0.10971216974390408
P28482,Sries39409,False,0,0.0,0.0,True,0.02,0.00392156862745098,0.0
P37231,Sries39419,False,0,0.0,0.0,True,0.055,0.06521739130434782,0.0
P10415,Sries39526,False,0,0.0,0.0,True,0.15,0.023809523809523808,0.0
P43405,Sries39555,False,0,0.0,0.0,False,0.0,0.0,0.0
P07900,Sries39636,False,0,0.0,0.0,False,0.0,0.0,0.0
Q05397,Sries39638,False,0,0.0,0.0,True,0.07,0.038461538461538464,0.0
Q00987,Sries39664,False,0,0.0,0.0,True,0.02,0.020833333333333332,0.0
P07900,Sries39731,False,0,0.0,0.0,False,0.0,0.0,0.0
P68400,Sries39746,True,1,0.005,0.005076142131979695,True,0.17,0.07142857142857142,0.8389177643064524
P52333,Sries39795,False,0,0.0,0.0,True,0.135,0.09523809523809523,0.0
Q00987,Sries39824,False,0,0.0,0.0,True,0.085,0.017857142857142856,0.0
P03372,Sries39825,False,0,0.0,0.0,True,0.685,0.3333333333333333,0.0
P00742,Sries39829,True,1,0.005,0.019230769230769232,True,0.055,0.26666666666666666,0.06532974544295851
P11362,Sries39891,False,0,0.0,0.0,True,0.02,0.01818181818181818,0.0
Q00987,Sries39939,False,0,0.0,0.0,True,0.165,0.009433962264150943,0.0
P03951,Sries39940,False,0,0.0,0.0,False,0.0,0.0,0.0
P56817,Sries39959,False,0,0.0,0.0,True,0.27,0.06493506493506493,0.0
P56817,Sries39970,False,0,0.0,0.0,False,0.0,0.0,0.0
Q05397,Sries39973,False,0,0.0,0.0,False,0.0,0.0,0.0
O60674,Sries40075,False,0,0.0,0.0,False,0.0,0.0,0.0
O60674,Sries40137,False,0,0.0,0.0,True,0.185,0.018518518518518517,0.0
P37231,Sries40410,True,3,0.015,0.06382978723404255,True,0.375,0.25,1.0028017021097506
P49841,Sries40418,False,0,0.0,0.0,True,0.21,0.2,0.0
Q02750,Sries40647,False,0,0.0,0.0,False,0.0,0.0,0.0
P68400,Sries40968,False,0,0.0,0.0,True,0.03,0.1,0.0
P09874,Sries41033,True,1,0.005,0.0196078431372549,True,0.19,0.08333333333333333,0.7333723142676499
P15145,Sries41168,False,0,0.0,0.0,True,0.08,1.0,0.0
O94925,Sries41296,False,0,0.0,0.0,False,0.0,0.0,0.0
P05979,Sries41444,False,0,0.0,0.0,True,0.005,0.08333333333333333,0.0
O60885,Sries41516,False,0,0.0,0.0,True,0.2,0.05555555555555555,0.0
Q07820,Sries41548,False,0,0.0,0.0,True,0.065,0.038461538461538464,0.0
P11362,Sries4197,False,0,0.0,0.0,True,0.61,0.0625,0.0
P00533,Sries42016,False,0,0.0,0.0,False,0.0,0.0,0.0
Q92793,Sries42215,False,0,0.0,0.0,False,0.0,0.0,0.0
O94925,Sries42223,False,0,0.0,0.0,False,0.0,0.0,0.0
P08069,Sries42410,False,0,0.0,0.0,False,0.0,0.0,0.0
Q9UM73,Sries42432,False,0,0.0,0.0,True,0.12,0.05263157894736842,0.0
Q07869,Sries42517,False,0,0.0,0.0,True,0.005,0.5,0.0
P49841,Sries4263,False,0,0.0,0.0,False,0.0,0.0,0.0
O76074,Sries42786,False,0,0.0,0.0,True,0.005,0.027777777777777776,0.0
P43490,Sries43027,False,0,0.0,0.0,True,0.01,0.038461538461538464,0.0
P04150,Sries43051,False,0,0.0,0.0,False,0.0,0.0,0.0
P42330,Sries43079,False,0,0.0,0.0,True,0.005,0.047619047619047616,0.0
P14174,Sries43156,False,0,0.0,0.0,True,0.135,0.25,0.0
P28223,Sries43197,False,0,0.0,0.0,True,0.12,0.05,0.0
Q02127,Sries43375,False,0,0.0,0.0,False,0.0,0.0,0.0
P11362,Sries43413,False,0,0.0,0.0,True,0.335,0.008064516129032258,0.0
P35968,Sries43461,False,0,0.0,0.0,True,0.025,0.017857142857142856,0.0
Q9UM73,Sries43624,False,0,0.0,0.0,False,0.0,0.0,0.0
Q06187,Sries43664,False,0,0.0,0.0,False,0.0,0.0,0.0
P49841,Sries43840,False,0,0.0,0.0,True,0.14,0.0625,0.0
P43405,Sries43849,False,0,0.0,0.0,True,0.145,0.030303030303030304,0.0
P10415,Sries43858,False,0,0.0,0.0,True,0.02,0.020202020202020204,0.0
Q15910,Sries43862,False,0,0.0,0.0,False,0.0,0.0,0.0
P33981,Sries43970,False,0,0.0,0.0,True,0.605,0.0625,0.0
P29473,Sries44005,False,0,0.0,0.0,True,0.025,0.3333333333333333,0.0
P15056,Sries44024,False,0,0.0,0.0,True,0.325,0.09523809523809523,0.0
P51449,Sries44031,False,0,0.0,0.0,True,0.05,0.034482758620689655,0.0
P29476,Sries44113,False,0,0.0,0.0,False,0.0,0.0,0.0
P29473,Sries44115,False,0,0.0,0.0,False,0.0,0.0,0.0
P15056,Sries44118,False,0,0.0,0.0,False,0.0,0.0,0.0
Q07817,Sries44140,False,0,0.0,0.0,True,0.19,0.3333333333333333,0.0
Q9NWZ3,Sries44170,False,0,0.0,0.0,False,0.0,0.0,0.0
P11309,Sries44180,False,0,0.0,0.0,False,0.0,0.0,0.0
P07550,Sries44184,False,0,0.0,0.0,True,0.06,0.3333333333333333,0.0
Q9Y233,Sries44186,False,0,0.0,0.0,False,0.0,0.0,0.0
P09874,Sries44188,True,1,0.005,0.015625,True,0.13,0.2,0.7205997437249221
P35372,Sries44226,False,0,0.0,0.0,False,0.0,0.0,0.0
